809224,22,0.041842,0.000000,12
1659716,23,0.085871,0.000000,15
56332,17,0.002882,0.000000,13
3832745,25,0.193167,0.000000,17
20305,16,0.001096,0.000000,10
572929,22,0.029549,0.000000,12
840836,22,0.042891,0.000000,14
336804,21,0.016719,0.000000,11
48030,17,0.002519,0.000000,7
523656,21,0.026272,0.000000,13
1183127,23,0.058990,0.000000,15
1229083,23,0.062712,0.000000,11
144153,19,0.007345,0.000000,13
726908,22,0.036265,0.000000,14
119854,19,0.006141,0.000000,13
746437,22,0.036923,0.000000,10
201422,20,0.010049,0.000000,10
463439,21,0.023382,0.000000,19
880730,22,0.044072,0.000000,18
529433,22,0.026344,0.000000,16
25389,16,0.001359,0.000000,14
18803,16,0.000991,0.000000,10
3233556,25,0.160559,0.000000,15
559966,22,0.027700,0.000000,14
1161412,23,0.057642,0.000000,13
3012022,25,0.148834,0.000000,15
533665,21,0.026917,0.000000,15
6472,13,0.000444,0.000000,7
1258485,23,0.062886,0.000000,13
1506581,24,0.074533,0.000000,16
2082556,24,0.103740,0.000000,14
28816,16,0.001538,0.000000,12
57963,18,0.002965,0.000000,16
1339032,23,0.067058,0.000000,13
5227219,26,0.257895,0.000000,14
10582097,27,0.522496,0.000000,17
618550,22,0.030836,0.000000,14
5647709,26,0.279502,0.000000,14
707091,22,0.035207,0.000000,12
3906491,25,0.193211,0.000000,13
13166,14,0.000783,0.000000,8
4826279,25,0.240285,0.000000,19
445186,21,0.022230,0.000000,11
5301125,26,0.261802,0.000000,16
1521264,24,0.074936,0.000000,14
2550556,24,0.126212,0.000000,20
60744,18,0.003101,0.000000,14
1071876,23,0.053283,0.000000,15
542261,21,0.027088,0.000000,11
13426501,28,0.657606,0.000000,16
323493,20,0.016349,0.000000,12
9617303,27,0.471732,0.000000,15
160297,19,0.008079,0.000000,11
5150682,26,0.253583,0.000000,16
86884,18,0.004397,0.000000,12
2296791,24,0.114427,0.000000,16
60654,18,0.003075,0.000000,8
1715624,24,0.085178,0.000000,12
1336827,23,0.066551,0.000000,17
2536222,24,0.126376,0.000000,16
15171649,27,0.754167,0.000000,19
3587527,25,0.177357,0.000000,13
344582,21,0.017208,0.000000,15
599226,22,0.029571,0.000000,18
15073854,28,0.739847,0.000000,14
277227,20,0.014075,0.000000,16
10843669,27,0.538408,0.000000,17
10295974,27,0.507446,0.000000,15
4095213,25,0.202979,0.000000,19
1665813,24,0.082706,0.000000,10
1583030,24,0.078189,0.000000,16
792904,22,0.039596,0.000000,16
12496979,27,0.618993,0.000000,15
5225955,26,0.257497,0.000000,18
4088312,25,0.202607,0.000000,11
4873453,26,0.239492,0.000000,20
214527,20,0.010774,0.000000,14
5735592,26,0.283498,0.000000,16
28881,16,0.001548,0.000000,10
10128430,27,0.499229,0.000000,17
110829,19,0.005623,0.000000,11
3745531,25,0.185348,0.000000,21
12608,15,0.000752,0.000000,11
42323,17,0.002128,0.000000,13
15054,15,0.000806,0.000000,7
3814064,25,0.188102,0.000000,17
51080,17,0.002764,0.000000,11
10083429,27,0.496073,0.000000,17
216000,20,0.010934,0.000000,8
269408,20,0.013487,0.000000,12
9608157,27,0.471211,0.000000,21
4963354,26,0.244994,0.000000,18
761900,22,0.037736,0.000000,12
779904,22,0.039032,0.000000,14
713444,22,0.035590,0.000000,12
156601,19,0.007853,0.000000,17
197513,20,0.010165,0.000000,8
365116,21,0.018259,0.000000,9
1905883,24,0.094454,0.000000,14
3411288,25,0.168256,0.000000,13
