2631,22,0.000368,9.777978,12
3276,23,0.000477,10.598317,15
145,17,0.000020,9.987805,13
2720,25,0.000497,11.781368,17
165,16,0.000037,7.137809,10
1734,22,0.000267,9.245464,12
1741,22,0.000262,10.437286,14
439,21,0.000063,10.750000,11
464,17,0.000067,7.579949,7
611,21,0.000086,11.501490,13
724,23,0.000102,11.724138,15
1659,23,0.000278,10.909419,11
372,19,0.000051,9.075080,13
1420,22,0.000293,9.659368,14
465,19,0.000066,8.212312,13
2130,22,0.000335,9.635014,10
794,20,0.000123,9.229228,10
71,21,0.000010,12.972973,19
456,22,0.000068,11.548649,18
368,22,0.000055,10.911184,16
27,16,0.000004,9.636364,14
76,16,0.000011,8.563492,10
2805,25,0.000423,11.128685,15
805,22,0.000123,10.211965,14
1666,23,0.000255,10.285560,13
2470,25,0.000377,10.345441,15
1294,21,0.000196,9.684137,15
100,13,0.000016,6.928177,7
1609,23,0.000243,11.262020,13
225,24,0.000033,14.002778,16
1820,24,0.000280,11.523000,14
129,16,0.000020,9.481651,12
37,18,0.000005,10.245902,16
1500,23,0.000231,10.929972,13
4075,26,0.000629,11.365988,14
5873,27,0.000886,12.113549,17
487,22,0.000074,11.715174,14
5296,26,0.000817,11.096193,14
2349,22,0.000335,9.770907,12
5296,25,0.000741,10.857709,13
125,14,0.000032,7.921659,8
3436,25,0.000491,11.446203,19
1193,21,0.000180,9.671308,11
9239,26,0.001520,10.244679,16
2256,24,0.000337,10.434656,14
626,24,0.000083,13.157214,20
92,18,0.000028,10.118421,14
1145,23,0.000198,11.042925,15
1201,21,0.000183,10.725062,11
5557,28,0.000783,12.401425,16
730,20,0.000104,9.972016,12
9355,27,0.001342,10.635501,15
661,19,0.000094,8.786607,11
2195,26,0.000306,12.091817,16
257,18,0.000037,9.306265,12
2440,24,0.000347,10.669042,16
339,18,0.000051,8.484483,8
2316,24,0.000328,10.876104,12
272,23,0.000037,13.210162,17
3401,24,0.000506,10.829942,16
9544,27,0.001330,11.501881,19
8845,25,0.001269,9.669585,13
360,21,0.000050,10.371859,15
103,22,0.000014,13.398773,18
11359,28,0.001584,11.551143,14
406,20,0.000059,9.686854,16
8302,27,0.001221,11.225802,17
6762,27,0.000941,11.858743,15
2421,25,0.000335,11.361035,19
3944,24,0.000588,9.623692,10
899,24,0.000123,11.516892,16
868,22,0.000122,10.504486,16
14476,27,0.002005,10.902896,15
3141,26,0.000441,11.723931,18
8979,25,0.001327,9.914988,11
1631,26,0.000269,11.602260,20
413,20,0.000055,9.506589,14
8936,26,0.001380,10.443036,16
166,16,0.000024,8.810345,10
7986,27,0.001147,11.354104,17
490,19,0.000067,8.291415,11
324,25,0.000041,14.170635,21
56,15,0.000007,8.010870,11
83,17,0.000011,9.753623,13
186,15,0.000026,7.257862,7
2713,25,0.000433,11.475498,17
206,17,0.000029,9.260623,11
5691,27,0.000823,11.795929,17
1408,20,0.000253,8.118487,8
573,20,0.000078,9.433022,12
2764,27,0.000430,11.330114,21
2791,26,0.000397,10.976108,18
2006,22,0.000304,9.715939,12
1238,22,0.000182,10.963160,14
1016,22,0.000151,10.976387,12
244,19,0.000046,9.935802,17
722,20,0.000117,9.396411,8
2213,21,0.000377,8.091271,9
2265,24,0.000339,11.277571,14
3613,25,0.000516,10.676061,13
